4727%|L23%|1%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМИТ ПРЕДИЗВИКАН СО ЛЕПИЛА   
4728%|L23%|2%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО КОЗМЕТИЧКИ СРЕДСТВА   
4729%|L23%|3%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ЛЕКОВИ ВО КОНТАКТ СО КОЖ.   
4730%|L23%|4%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО БОИ   
4731%|L23%|5%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ ХЕМИСКИ СРЕДСТВА   
4732%|L23%|6%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИК.СО ХРАНА ВО КОНТАКТ СО КОЖАТА   
4733%|L23%|7%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО РАСТЕНИЈА ОСВЕН ХРАНА  
4734%|L23%|8%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ АГЕНСИ   
4735%|L23%|9%|АЛЕРГИЧЕН КОНТАКТЕН ДЕРМАТИТ НЕОЗНАЧЕНА ПРИЧИНА  
4736%|L24%|0%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ   
4737%|L24%|0%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДЕТЕРГЕНТИ   
4738%|L24%|1%|ИРИТАНТЕН КОНТАКТЕН ДЕРАМАТИТ ПРЕДИЗВИКАН СО МАСЛА И МАСТИ   
4739%|L24%|2%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО РАСТВОРУВАЧИ   
4740%|L24%|3%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО КОЗМЕТИЧКИ СРЕДСТВА   
4741%|L24%|4%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИК.СО ЛЕКОВИ ВО КОНТАКТ СО КОЖАТАЛ   
4742%|L24%|5%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ ХЕМИСКИ ПРОИЗВОДИ   
4743%|L24%|6%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИК.СО ХРАНА ВО КОНТАКТ СО КОЖАТА   
4744%|L24%|7%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО РАСТЕНИЈА ОСВЕН ХРАНА  
4745%|L24%|8%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ АГЕНСИ   
4746%|L24%|9%|ИРИТАНТЕН КОНТАКТЕН ДЕРМАТИТ НЕОЗНАЧЕНА ПРИЧИНА  
4747%|L25%|0%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ   
4748%|L25%|0%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО КОЗМЕТИЧКИ СРЕДСТВА   
4749%|L25%|1%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИК.СО ЛЕКОВИ ВО КОНТАКТ СО КОЖАТА   
4750%|L25%|2%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО БОИ   
4751%|L25%|3%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ ХЕМИСКИ ПРОДУКТИ   
4752%|L25%|4%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИК.СО ХРАНА ВО ДОПИР СО КОЖАТА   
4753%|L25%|5%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО РАСТЕНИЈА ОСВЕН ХРАНА  
4754%|L25%|8%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ АГЕНСИ   
4755%|L25%|9%|НЕОЗНАЧЕН КОНТАКТЕН ДЕРМАТИТ НЕОЗНАЧЕНА ПРИЧИНА  
4756%|L26%|0%|ЕКСФОЛИЈАТИВЕН ДЕРМАТИТ   
4757%|L27%|0%|ДЕРМАТИТ ПРЕДИЗВИКАН СО ВНАТРЕШНО ВНЕСЕНИ СУПСТАНЦИИ   
4758%|L27%|0%|ГЕНЕРАЛИЗИРАНА КОЖНА ЕРУПЦИЈА ПРЕДИЗВИКАНА СО ЛЕКОВИ И МЕДИКАМЕНТИ   
4759%|L27%|1%|ЛОКАЛИЗИРАНА КОЖНА ЕРУПЦИЈА ПРЕДИЗВИКАНА СО ЛЕКОВИ И МЕДИКАМЕНТИ   
4760%|L27%|2%|ДЕРМАТИТ ПРЕДИЗВИКАН СИ ИНГЕСТИРАНА ХРАНА   
4761%|L27%|8%|ДЕРМАТИТ ПРЕДИЗВИКАН СО ДРУГИ ВНАТРЕШНО ВНЕСЕНИ СУПСТАНЦИИ   
4762%|L27%|9%|ДЕРМАТИТ ПРЕДИЗВИКАН СО НЕОЗНАЧЕНА ВНАТРЕШНО ВНЕСЕНА СУПСТАНЦИЈА   
4763%|L28%|0%|ХРОНИЧЕН ЛИХЕН СИМПЛЕКС И ПРУРИГО   
4764%|L28%|0%|ХРОНИЧЕН ЛИХЕН СИМПЛЕКС   
4765%|L28%|1%|НОДУЛАРЕН ПРУРИГО   
4766%|L28%|2%|ДРУГ ПРУРИГО   
4767%|L29%|0%|ПРУРИТ   
4768%|L29%|0%|АНАЛЕН ПРУРИТ   
4769%|L29%|1%|СКРОТАЛЕН ПРУРИТ   
4770%|L29%|2%|ВУЛВАРЕН ПРУРИТ   
4771%|L29%|3%|АНОГЕНИТАЛЕН ПРУРИТ НЕОЗНАЧЕНО  
4772%|L29%|8%|ДРУГ ПРУРИТ   
4773%|L29%|9%|ПРУРИТ НЕОЗНАЧЕНО  
4774%|L30%|0%|ДРУГ ДЕРМАТИТ   
4775%|L30%|0%|НУМУЛАРЕН ДЕРМАТИТ   
4776%|L30%|1%|ДИСХИДРОЗА[ПОМФОЛИКС]   
4777%|L30%|2%|КУТАНА АВТОСЕНЗИБИЛИЗАЦИЈА   
4778%|L30%|3%|ИНФЕКТИВЕН ДЕРМАТИТ   
4779%|L30%|4%|ЕРИТЕМА ИНТЕРТРИГО   
4780%|L30%|5%|ПИТИРИЈАЗИС АЛБА   
4781%|L30%|8%|ДРУГ ОЗНАЧЕН ДЕРМАТИТ   
4782%|L30%|9%|ДЕРМАТИТ НЕОЗНАЧЕНО  
4783%|L40%|0%|ПСОРИЈАЗА   
4784%|L40%|0%|ПСОРИЈАЗИС ВУЛГАРИС   
4785%|L40%|1%|ГЕНЕРАЛИЗИРАНА ПУСТУЛОЗНА ПСОРИЈАЗА   
4786%|L40%|2%|АКРОДЕРМАТИТИС КОНТИНУА   
4787%|L40%|3%|ПАЛМАРНА И ПЛАНТАРНА ПУСТУЛОЗА   
4788%|L40%|4%|ПСОРИЈАЗИС ГУТАТА   
4789%|L40%|5%|АРТРОПАТСКА ПСОРИЈАЗА(М07.0-М07.3* М09.0*)  
4790%|L40%|8%|ДРУГА ПСОРИЈАЗА   
4791%|L40%|9%|ПСОРИЈАЗА НЕОЗНАЧЕНО  
4792%|L41%|0%|ПАРАПСОРИЈАЗА   
4793%|L41%|0%|АКУТНА ЛИХЕНОИДНА И ВАРИОЛИФОРМНА ПИТИРИЈАЗА   
4794%|L41%|1%|ЛИХЕНОИДНА ХРОНИЧНА ПИТИРИЈАЗА   
4795%|L41%|2%|ЛИМФОМАТОИДНА ПАПУЛОЗА   
4796%|L41%|3%|ПАРАПСОРИЈАЗА СО МАЛИ ПЛАКИ   
4797%|L41%|4%|ПАРАПСОРИЈАЗА СО ГОЛЕМИ ПЛАКИ   
4798%|L41%|5%|РЕТИФОРМНА ПАРАПСОРИЈАЗА   
4799%|L41%|8%|ДРУГА ПАРАПСОРИЈАЗА   
4800%|L41%|9%|ПАРАПСОРИЈАЗА НЕОЗНАЧЕНО  
4801%|L42%|0%|ПИТИРИЈАЗИС РОЗЕА   
4802%|L43%|0%|ЛИХЕН ПЛАНУС   
4803%|L43%|0%|ХИПЕРТРОФИЧЕН ЛИХЕН ПЛАНУС   
4804%|L43%|1%|БУЛОЗЕН ЛИХЕН ПЛАНУС   
4805%|L43%|2%|ЛИХЕНОИДНА РЕАКЦИЈА ОД ЛЕК   
4806%|L43%|3%|СУБАКУТЕН(АКТИВЕН)ЛИХЕН ПЛАНУС   
4807%|L43%|8%|ДРУГ ЛИХЕН ПЛАНУС   
4808%|L43%|9%|ЛИХЕН ПЛАНУС НЕОЗНАЧЕНО  
4809%|L44%|0%|ДРУГИ ПАПУЛОСКВАМОЗНИ ЗАБОЛУВАЊА   
4810%|L44%|0%|ПИТИРИЈАЗИС РУБРА ПИЛАРИС   
4811%|L44%|1%|ЛИХЕН НИТИДУС   
4812%|L44%|2%|ЛИХЕН СТРИЈАТУС   
4813%|L44%|3%|ЛИХЕН РУБЕР МОНИЛИФОРМИС   
4814%|L44%|4%|ИНФАНТИЛЕН ПАПУЛАРЕН АКРОДЕРМАТИТ [ГИАННОТТИ-ЦРОСТИ]   
4815%|L44%|8%|ДРУГИ ОЗНАЧЕНИ ПАПУЛОСКВАМОЗНИ ЗАБОЛУВАЊА   
4816%|L44%|9%|ПАПУЛОСКВАМОЗНО ЗАБОЛУВАЊЕ НЕОЗНАЧЕНО  
4817%|L45%|0%|ПАПУЛОСКВАМОЗНИ ЗАБОЛУВАЊА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4818%|L50%|0%|УРТИКАРИЈА   
4819%|L50%|0%|АЛЕРГИЧНА УРТИКАРИЈА   
4820%|L50%|1%|ИДИОПАТСКА УРТИКАРИЈА   
4821%|L50%|2%|УРТИКАРИЈА ПРЕДИЗВИКАНА СО СТУД И ТОПЛИНА   
4822%|L50%|3%|ДЕРМАТОГРАФСКА УРТИКАРИЈА   
4823%|L50%|4%|ВИБРАТОРСКА УРТИКАРИЈА   
4824%|L50%|5%|ХОЛИНЕРГИЧНА УРТИКАРИЈА   
4825%|L50%|6%|КОНТАКТНА УРТИКАРИЈА   
4826%|L50%|8%|ДРУГА УРТИКАРИЈА   
4827%|L50%|9%|УРТИКАРИЈА НЕОЗНАЧЕНО  
4828%|L51%|0%|ЕРИТЕМА МУЛТИФОРМЕ   
4829%|L51%|0%|НЕБУЛОЗЕН МУЛТИФОРМЕН ЕРИТЕМ   
4830%|L51%|1%|БУЛОЗЕН МУЛТИФОРМЕН ЕРИТЕМ   
4831%|L51%|2%|ТОКСИЧНА ЕПИДЕРМАЛНА НЕКРОЛИЗА[LYELL]   
4832%|L51%|8%|ДРУГ МУЛТИФОРМЕН ЕРИТЕМ   
4833%|L51%|9%|ЕРИТЕМА МУЛТИФОРМЕ НЕОЗНАЧЕНО  
4834%|L52%|0%|ЕРИТЕМА НОДОЗУМ   
4835%|L53%|0%|ДРУГИ ЕРИТЕМАТОЗНИ СОСТОЈБИ   
4836%|L53%|0%|ТОКСИЧЕН ЕРИТЕМ   
4837%|L53%|1%|ЕРИТЕМА АНУЛАРЕ ЦЕНТРИФУГУМ   
4838%|L53%|2%|ЕРИТЕМА МАРГИНАТУМ   
4839%|L53%|3%|ДРУГ ХРОНИЧЕН ФИГУРАТЕН ЕРИТЕМ   
4840%|L53%|8%|ДРУГИ ОЗНАЧЕНИ ЕРИТЕМАТОЗНИ СОСТОЈБИ   
4841%|L53%|9%|ЕРИТЕМАТОЗНА СОСТОЈБА НЕОЗНАЧЕНО  
4842%|L54%|0%|ЕРИТЕМ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4843%|L54%|0%|ЕРИТЕМА МАРГИНАТУМ КАЈ АКУТНА РЕВМАТИЧКА ТРЕСКА(I00+)   
4844%|L54%|8%|ЕРИТЕМ КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4845%|L55%|0%|ИЗГОРЕНИЦА ОД СОНЦЕ   
4846%|L55%|0%|ИЗГОРЕНИЦА ОД СОНЦЕ ОД ПРВ СТЕПЕН   
4847%|L55%|1%|ИЗГОРЕНИЦА ОД СОНЦЕ ОД ВТОР СТЕПЕН   
4848%|L55%|2%|ИЗГОРЕНИЦА ОД СОНЦЕ ОД ТРЕТ СТЕПЕН   
4849%|L55%|8%|ДРУГА ИЗГОРЕНИЦА ОД СОНЦЕ   
4850%|L55%|9%|ИЗГОРЕНИЦА ОД СОНЦЕ НЕОЗНАЧЕНО  
4851%|L56%|0%|ДРУГИ АКУТНИ КОЖНИ ПРОМЕНИ ПРЕДИЗВИКАНИ СО УЛТРАВИОЛЕТОВО ЗРАЧЕЊЕ   
4852%|L56%|0%|ФОТОТОКСИЧЕН ОДГОВОР НА ЛЕК   
4853%|L56%|1%|ФОТОАЛЕРГИЧЕН ОДГОВОР НА ЛЕК   
4854%|L56%|2%|ФОТОКОНТАКТЕН ДЕРМАТИТ[BERLOQUE ДЕРМАТИТ]   
4855%|L56%|3%|СОЛАРНА УРТИКАРИЈА   
4856%|L56%|4%|ПОЛИМОРФНА ЕРУПЦИЈА ОД СВЕТЛО   
4857%|L56%|8%|ДРУГИ ОЗНАЧЕНИ АКУТНИ КОЖНИ ПРОМЕНИ ПРЕДИЗВИКАНИ СО УЛТРАВИОЛЕТОВО ЗР.   
4858%|L56%|9%|АКУТНИ КОЖНИ ПРОМЕНИ ПРЕДИЗВИКАНИ СО УЛТРАВИОЛЕТОВО ЗРАЧЕЊЕ НЕОЗНАЧЕН  
4859%|L57%|0%|КОЖНИ ПРОМЕНИ ПРЕДИЗВИКАНИ СО ХРОНИЧНА ИЗЛОЖЕНОСТ НА НЕЈОНИЗИРАЧКО ЗР   
4860%|L57%|0%|АКТИНИЧНА КЕРАТОЗА   
4861%|L57%|1%|АКТИНИЧЕН РЕТИКУЛОИД   
4862%|L57%|2%|КУТИС РОМБОИДАЛИС НУХЕ   
4863%|L57%|3%|ПОИКИЛОДЕРМИЈА НА CIVATTE   
4864%|L57%|4%|КУТИС ЛАКСА СЕНИЛИС   
4865%|L57%|5%|АКТИНИЧЕН ГРАНУЛОМ   
4866%|L57%|8%|ДР.КОЖНИ ПРОМЕНИ ПРЕДИЗВ.СО ХРОНИЧ.ИЗЛОЖЕНОСТ НА НЕЈОНИЗИРАЧКО ЗРАЧ.   
4867%|L57%|9%|ПРОМЕНИ НА КОЖАТА ПРЕДИЗВ.СО ХРОНИЧ.ИЗЛОЖЕН.НА НЕЈОНИЗИРАЧ.ЗРАЧ.НЕОЗ.   
4868%|L58%|0%|РАДИОДЕРМАТИТ   
4869%|L58%|0%|АКУТЕН РАДИОДЕРМАТИТ   
4870%|L58%|1%|ХРОНИЧЕН РАДИОДЕРМАТИТ   
4871%|L58%|9%|РАДИОДЕРМАТИТ НЕОЗНАЧЕНО  
4872%|L59%|0%|ДРУГИ ЗАБОЛУВАЊА НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО ПОВРЗАНИ СО ЗРАЧЕЊЕ   
4873%|L59%|0%|ЕРИТЕМА АБ ИГНЕ [ДЕРМАТИТИС АБ ИГНЕ]   
4874%|L59%|8%|ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВ.НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО ПОВРЗ.СО ЗРАЧ.   
4875%|L59%|9%|ЗАБОЛУВ.НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО ПОВРЗАНО СО ЗРАЧЕЊЕ НЕОЗНАЧ.  
4876%|L60%|0%|ЗАБОЛУВАЊА НА НОКОТ   
4877%|L60%|0%|ВРАСТЕН НОКОТ   
4878%|L60%|1%|ОНИХОЛИЗА   
4879%|L60%|2%|ОНИХОГРИФОЗА   
4880%|L60%|3%|ДИСТРОФИЈА НА НОКОТ   
4881%|L60%|4%|BEAU-ОВИ БРАЗДИ   
4882%|L60%|5%|СИНДРОМ НА ЖОЛТ НОКОТ   
4883%|L60%|8%|ДРУГИ ЗАБОЛУВАЊА НА НОКОТ   
4884%|L60%|9%|ЗАБОЛУВАЊЕ НА НОКОТ НЕОЗНАЧЕНО  
4885%|L62%|0%|ЗАБОЛУВАЊА НА НОКОТ КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4886%|L62%|0%|КЛАВИФОРМЕН НОКОТ КАЈ ПАХИДЕРМОПЕРИОСТОЗА(М89.4+)   
4887%|L62%|8%|ЗАБОЛУВАЊА НОКОТ КАЈ ДРУГИ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4888%|L63%|0%|АЛОПЕЦИЈА АРЕАТА   
4889%|L63%|0%|АЛОПЕЦИЈА(КАПИТИС)ТОТАЛНА   
4890%|L63%|1%|АЛОПЕЦИЈА УНИВЕРЗАЛИС   
4891%|L63%|2%|ОФИЈАЗА   
4892%|L63%|8%|ДРУГА АЛОПЕЦИЈА АРЕАТА   
4893%|L63%|9%|АЛОПЕЦИЈА АРЕАТА НЕОЗНАЧЕНО  
4894%|L64%|0%|АНДРОГЕНА АЛОПЕЦИЈА   
4895%|L64%|0%|АНДРОГЕНА АЛОПЕЦИЈА ПРЕДИЗВИКАНА СО ЛЕК   
4896%|L64%|8%|ДРУГА АНДРОГЕНА АЛОПЕЦИЈА   
4897%|L64%|9%|АНДРОГЕНА АЛОПЕЦИЈА НЕОЗНАЧЕНО  
4898%|L65%|0%|ДРУГО НЕЦИКАТРИЦИЕЛНО ГУБЕЊЕ НА КОСА   
4899%|L65%|0%|ТЕЛОГЕН ЕФЛУВИУМ   
4900%|L65%|1%|АНАГЕН ЕФАЛУВИУМ   
4901%|L65%|2%|АЛОПЕЦИЈА МУЦИНОЗА   
4902%|L65%|8%|ДРУГО ОЗНАЧЕНО НЕЦИКАТРИЦИЕЛНО ГУБЕЊЕ НА КОСАТА   
4903%|L65%|9%|НЕЦИКАТРИЦИЕЛНО ГУБЕЊЕ НА КОСАТА НЕОЗНАЧЕНО  
4904%|L66%|0%|ЦИКАТРИЦИЕЛНА АЛОПЕЦИЈА [ГУБЕЊЕ НА КОСА СО ЛУЗНА]   
4905%|L66%|0%|ПСЕВДОПЕЛАДА   
4906%|L66%|1%|ПЛАНОПИЛАРЕН ЛИХЕН   
4907%|L66%|2%|ДЕКАЛВАНТЕН ФОЛИКУЛИТ   
4908%|L66%|3%|ПЕРИФОЛИКУЛИТИС КАПИТИС АПСЦЕДЕНС   
4909%|L66%|4%|ФОЛИКУЛИТИС УЛЕРИТЕМАТОЗА РЕТИКУЛАТА   
4910%|L66%|8%|ДРУГА ЦИКАТРИЦИЕЛНА АЛОПЕЦИЈА   
4911%|L66%|9%|ЦИКАТРИЦИЕЛНА АЛОПЕЦИЈА НЕОЗНАЧЕНО  
4912%|L67%|0%|НЕНОРМАЛНОСТИ ВО БОЈАТА И СТРУКТУРАТА НА КОСАТА   
4913%|L67%|0%|ТРИХОРЕКСИС НОДОЗА   
4914%|L67%|1%|ВАРИЈАЦИИ ВО БОЈАТА НА КОСАТА   
4915%|L67%|8%|ДРУГИ НЕНОРМАЛНОСТИ ВО БОЈАТА И СТРУКТУРАТА НА КОСАТА   
4916%|L67%|9%|АНОМАЛИЈА ВО БОЈАТА И СТРУКТУРАТА НА КОСАТА НЕОЗНАЧЕНО  
4917%|L68%|0%|ХИПЕРТРИХОЗА   
4918%|L68%|0%|ХИРЗУТИЗАМ   
4919%|L68%|1%|СТЕКНАТА ЛАНУГИНОЗНА ХИПЕРТРИХОЗА   
4920%|L68%|2%|ЛОКАЛИЗИРАНА ХИПЕРТРИХОЗА   
4921%|L68%|3%|ПОЛИТРИХИЈА   
4922%|L68%|8%|ДРУГА ХИПЕРТРИХОЗА   
4923%|L68%|9%|ХИПЕРТРИХОЗА НЕОЗНАЧЕНО  
4924%|L70%|0%|АКНИ   
4925%|L70%|0%|АКНЕ ВУЛГАРИС   
4926%|L70%|1%|АКНЕ КОНГЛОБАТА   
4927%|L70%|2%|АКНЕ ВАРИОЛИФОРМИС   
4928%|L70%|3%|АКНЕ ТРОПИКА   
4929%|L70%|4%|ИНФАНТИЛНИ АКНИ   
4930%|L70%|5%|ACNE EXCORIEE DES JEUNES FILLES   
4931%|L70%|8%|ДРУГИ АКНИ   
4932%|L70%|9%|АКНИ НЕОЗНАЧЕНО  
4933%|L71%|0%|РОЗАЦЕА   
4934%|L71%|0%|ПЕРИОРАЛЕН ДЕРМАТИТ   
4935%|L71%|1%|РИНОФИМА   
4936%|L71%|8%|ДРУГА РОЗАЦЕА   
4937%|L71%|9%|РОЗАЦЕА НЕОЗНАЧЕНО  
4938%|L72%|0%|ФОЛИКУЛАРНИ ЦИСТИ НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО   
4939%|L72%|0%|ЕПИДЕРМАЛНА ЦИСТА   
4940%|L72%|1%|ТРИХИЛЕМНА ЦИСТА   
4941%|L72%|2%|МУЛТИПЛИ СТЕАТОЦИСТОМ   
4942%|L72%|8%|ДРУГИ ФОЛИКУЛАРНИ ЦИСТИ НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО   
4943%|L72%|9%|ФОЛИКУЛАРНА ЦИСТА НА КОЖАТА И НА ПОТКОЖНОТО ТКИВО НЕОЗНАЧЕНО  
4944%|L73%|0%|ДРУГИ ФОЛИКУЛАРНИ ЗАБОЛУВАЊА   
4945%|L73%|0%|АКНЕ КЕЛОИД   
4946%|L73%|1%|ПСЕВДОФОЛИКУЛИТ НА БРАДАТА   
4947%|L73%|2%|СУПЕРАТИВЕН ХИДРАДЕНИТ   
4948%|L73%|8%|ДРУГИ ОЗНАЧЕНИ ФОЛИКУЛАРНИ ЗАБОЛУВАЊА   
4949%|L73%|9%|ФОЛИКУЛАРНО ЗАБОЛУВАЊЕ НЕОЗНАЧЕНО  
4950%|L74%|0%|ЕКРИНИ ЗАБОЛУВАЊА НА ПОТЕЊЕТО   
4951%|L74%|0%|МИЛИАРИЈА РУБРА   
4952%|L74%|1%|МИЛИАРИЈА КРИСТАЛИНА   
4953%|L74%|2%|МИЛИАРИЈА ПРОФУНДА   
4954%|L74%|3%|МИЛИАРИЈА НЕОЗНАЧЕНО  
4955%|L74%|4%|АНХИДРОЗА   
4956%|L74%|8%|ДРУГИ ЕКРИНИ ЗАБОЛУВАЊА НА ПОТЕЊЕТО   
4957%|L74%|9%|ЕКРИНО ЗАБОЛУВАЊЕ НА ПОТЕЊЕТО НЕОЗНАЧЕНО  
4958%|L75%|0%|АПОКРИНИ ЗАБОЛУВАЊА НА ПОТЕЊЕТО   
4959%|L75%|0%|БРОМХИДРОЗА   
4960%|L75%|1%|ХРОМХИДРОЗА   
4961%|L75%|2%|АПОКРИНА МИЛИАРИЈА   
4962%|L75%|8%|ДРУГИ АПОКРИНИ ЗАБОЛУВАЊА НА ПОТЕЊЕТО   
4963%|L75%|9%|АПОКРИНО ЗАБОЛУВАЊЕ НА ПОТЕЊЕТО   
4964%|L80%|0%|ВИТИЛИГО   
4965%|L81%|0%|ДРУГИ ЗАБОЛУВАЊА НА ПИГМЕНТАЦИЈАТА   
4966%|L81%|0%|ПОСТИНФЛАМАТОРНА ХИПЕРПИГМЕНТАЦИЈА   
4967%|L81%|1%|ХЛОАЗМА   
4968%|L81%|2%|ДАМКАВОСТ НА ЛИЦЕ   
4969%|L81%|3%|CAFÉ AU LAIT ДАМКИ   
4970%|L81%|4%|ДРУГА МЕЛАНИНСКА ХИПЕРПИГМЕНТАЦИЈА   
4971%|L81%|5%|ЛЕУКОДЕРМИЈА НЕКЛАСИФИЦИРАНА НА ДРУГО МЕСТО  
4972%|L81%|6%|ДРУГИ ЗАБОЛУВАЊА СО НАМАЛЕНА ПРОДУКЦИЈА НА МЕЛАНИН   
4973%|L81%|7%|ПИГМЕНТНА ПУРПУРНА ДЕРМАТОЗА   
4974%|L81%|8%|ДРУГИ ОЗНАЧЕНИ ЗАБОЛУВАЊА НА ПИГМЕНТАЦИЈАТА   
4975%|L81%|9%|ЗАБОЛУВАЊЕ НА ПИГМЕНТАЦИЈАТА НЕОЗНАЧЕНО  
4976%|L82%|0%|СЕБОРОИЧНА КЕРАТОЗА   
4977%|L83%|0%|АКАНТОЗИС НИГРИКАНС   
4978%|L84%|0%|НАБИЕНИЦИ И КАЛОЗИТЕТИ   
4979%|L85%|0%|ДРУГИ ЕПИДЕРМАЛНИ ЗАДЕБЕЛУВАЊА   
4980%|L85%|0%|СТЕКНАТА ИХТИОЗА   
4981%|L85%|1%|СТЕКНАТА ПАЛМАРНА И ПЛАНТАРНА КЕРАТОЗА [КЕРАТОДЕРМА]   
4982%|L85%|2%|КЕРАТОЗИС ПУНКТАТА(ПАЛМАРНА И ПЛАНТАРНА)   
4983%|L85%|3%|КСЕРОЗИС КУТИС   
4984%|L85%|8%|ДРУГИ ОЗНАЧЕНИ ЕПИДЕРМАЛНИ ЗАДЕБЕЛУВАЊА   
4985%|L85%|9%|ЕПИДЕРМАЛНО ЗАДЕБЕЛУВАЊЕ НЕОЗНАЧЕНО  
4986%|L86%|0%|КЕРАТОДЕРМА КАЈ БОЛЕСТИ КЛАСИФИЦИРАНИ НА ДРУГО МЕСТО   
4987%|L87%|0%|ЗАБОЛУВАЊА НА ТРАНСЕПИДЕРМАЛНАТА ЕЛИМИНАЦИЈА   
4988%|L87%|0%|ФОЛИКУЛАРНА И ПАРАФОЛИКУЛАРНА КЕРАТОЗА ПЕНЕТРИРАНА ВО КОЖАТА[KYRLE]   
4989%|L87%|1%|РЕАКТИВНА ПЕРФОРИРАЧКА КОЛАГЕНОЗА   
4990%|L87%|2%|ЕЛАСТОЗИС ПЕРФОРАНС СЕРПИГИНОЗА   
4991%|L87%|8%|ДРУГИ ЗАБОЛУВАЊА НА ТРАНСЕПИДЕРМАЛНАТА ЕЛИМИНАЦИЈА   
4992%|L87%|9%|ЗАБОЛУВАЊЕ НА ТРАНСЕПИДЕРМАЛНАТА ЕЛИМИНАЦИЈА НЕОЗНАЧЕНО  
4993%|L88%|0%|ГАНГРЕНОЗНА ПИОДЕРМИЈА   
4994%|L89%|0%|ДЕКУБИТУСЕН УЛКУС   
4995%|L90%|0%|АТРОФИЧНИ ЗАБОЛУВАЊА НА КОЖАТА   
4996%|L90%|0%|СКЛЕРОТИЧЕН И АНТРОФИЧЕН ЛИХЕН   
4997%|L90%|1%|АНЕТОДЕРМА НА SCHWENINGER-BUZZI   
4998%|L90%|2%|АНЕТОДЕРМА НА JADASSOHN-PELLIZZARI   
4999%|L90%|3%|АТРОФОДЕРМА НА PASINI И PIERINI   
5000%|L90%|4%|АТРОФИЧЕН ХРОНИЧЕН АКРОДЕРМАТИТ   
5001%|L90%|5%|ЛУЗНИ И ФИБРОЗА НА КОЖАТА   
5002%|L90%|6%|АТРОФИЧНИ СТРИИ   
5003%|L90%|8%|ДРУГИ АТРОФИЧНИ ЗАБОЛУВАЊА НА КОЖАТА   
5004%|L90%|9%|АТРОФИЧНО ЗАБОЛУВАЊЕ НА КОЖАТА НЕОЗНАЧЕНО  
5005%|L91%|0%|ХИПЕРТРОФИЧНИ ЗАБОЛУВАЊА НА КОЖАТА   
5006%|L91%|0%|КЕЛОИДНА ЛУЗНА   
